area,house_area,house_type,orientation,price,rent_style,title,url 
江岸区,40㎡,2室2厅,朝南北,2000,整租,后湖近 花园小区 星悦城一期 精装三房两厅,
江岸区,110㎡,3室1厅,朝南,2500,整租,杨叉湖站旁星悦城三室一厅整租无包物业费,
武昌区,47㎡,1室1厅,朝南,2500,整租,"万达广场,积玉桥口,精装工作室,看房方便,",
江汉区,106㎡,3室2厅,朝东南,5000,整租,"友谊路轻轨站万科金色家园经典三房,家电齐全,随时看房",
江汉区,86㎡,2室2厅,朝南北,4300,整租,恒大御园 云飞路三号线 振兴路汉口火车站旁 武商量贩,
武昌区,88㎡,2室2厅,朝南,3200,整租,武昌欢乐谷 华侨城 精装两房 家具齐全 住宅小区 享受生活,
江岸区,90㎡,2室2厅,朝南,2500,整租,三号线兴业路旁东方花都F区两房出租 家电齐全拎包可住,
洪山区,89㎡,3室2厅,朝南北,2300,整租,佳兆业金域天下 3室2厅1卫,
洪山区,126㎡,4室2厅,朝南北,4000,整租,"全新豪华居家装修,大四房两厅,配置齐全,看房随时",
武昌区,100㎡,2室1厅,朝南北,3000,整租,楚河汉街口 精装暖气两房 白鹭街 楼层低 环境好,
江岸区,76㎡,2室1厅,朝南,2000,整租,8号线塔子湖站 精装两房 家私齐全 视野开阔可看湖景,
江岸区,101㎡,3室1厅,朝南北,2300,整租,尚湖熙园 精装大三房8号线塔子湖站出行方便中高楼层采光好,
江岸区,88㎡,2室2厅,朝南,2400,整租,上海公馆 2房 精装修 包物业 精英白领居住地,
江岸区,30㎡,2户合租,朝南,750,合租主卧,后湖 国际百纳 精装单间 新房首租 可做饭 无中间费用,
江岸区,90㎡,2室2厅,朝东南,1900,整租,后湖富强天合园精装两中一路F出口国际百纳金桥永旺商圈,
江岸区,13㎡,4户合租,朝南,790,合租主卧,3号线 市民之家 精装修 家电齐全 房东直租,
江岸区,30㎡,2户合租,朝南,750,合租主卧,后湖 国际百纳 精装单间 新房首租 可做饭 无中间费用,
江岸区,18㎡,12户合租,朝南,820,合租主卧,后湖 尚都一品 精装单间出租 无中间费用 可做饭 可月付,
江岸区,17㎡,13户合租,朝南,850,合租次卧,8号线口 环境优雅 温馨舒适大单间 免中 介费,
武昌区,95㎡,3室1厅,朝南北,3200,整租,水果湖一中宿舍 中装三房 家电齐全 看房方便 适合居家陪读,
江夏区,100㎡,3室2厅,朝南,2800,整租,保利清能西海岸精装三房 豪华配置吊灯 照亮你的美,
洪山区,89㎡,3室2厅,朝南北,2300,整租,佳兆业金域天下 三房首租 全新 装修好 房东全权委托 随时看,
江岸区,30㎡,2户合租,朝南,1000,合租主卧,新房首租 交通便利 精致装修 高配家电家私,
江岸区,16㎡,2户合租,朝南,720,合租主卧,后湖 永旺旁国际百纳 品质精装单间出租 无中间费用 急租,
江岸区,72㎡,2室2厅,朝南,2000,整租,中一路国际百纳精装修2房家电家具齐全楼下8号线-整租,
江岸区,60㎡,2室2厅,朝南,2000,整租,8号线中一路站 交通便利 精装电梯两房 中高楼层采光好,
江岸区,90㎡,2室2厅,朝东南,1900,整租,后湖富强天合园精装两中一路F出口国际百纳金桥永旺商圈,
江岸区,13㎡,4户合租,朝南,790,合租主卧,3号线 市民之家 精装修 家电齐全 房东直租,
江岸区,30㎡,2户合租,朝南,750,合租主卧,后湖 国际百纳 精装单间 新房首租 可做饭 无中间费用,
武昌区,135㎡,3室2厅,朝南北,4600,整租,友谊国际百老汇 精装三房 南北通透 家电全齐 !,
武昌区,98㎡,3室2厅,朝南,4000,整租,欧林湾新上房子 精装三室 手次出租 干净整洁 房东人好 钥匙,
武昌区,89㎡,2室2厅,朝西南,3350,整租,恒大新出品质两房、精装修自住、全新家具家电、,
武昌区,110㎡,3室2厅,朝南北,4100,整租,友谊国际沙湖苑 南北通透 交通便利 采光好 急租,
武昌区,240㎡,3室2厅,朝南北,12500,整租,万达公馆 欧式精装 家电齐全 可居家和办公 近 带车位,
武昌区,138㎡,3室2厅,朝南北,4800,整租,金地国际花园:正积玉桥口、新挂牌居家精装修大三房、诚租,
武昌区,123㎡,3室2厅,朝南北,4650,整租,锦江国际城:新出精装修三房、景观楼层、出门即、可拎包入,
武昌区,149㎡,3室2厅,朝南北,4600,整租,江南明珠园:临江景观房、新出大三房、居家精装修、带车位、诚租,
武昌区,98㎡,3室2厅,朝南,4000,整租,欧林湾新上房子 精装三室 手次出租 干净整洁 房东人好 钥匙,
武昌区,91㎡,2室2厅,朝南北,3600,整租,城开玉桥新都 装修保养好 口2 购物交通方便 有钥匙 诚,
武昌区,128㎡,3室2厅,朝南北,4300,整租,友谊国际一期 精装三房 南北通透 郑重提示:,
武昌区,91㎡,2室2厅,朝南北,3300,整租,城开玉桥新都 豪装两房 口2 购物交通方便 有钥匙 诚,
武昌区,129㎡,3室2厅,朝南北,4500,整租,城开玉桥新都:积玉桥口、精装大三房、居家自住、,
武昌区,114㎡,3室2厅,朝南北,4000,整租,"融侨华府三室两厅,高楼层南北通透,采光好,家电齐全",
武昌区,92㎡,2室2厅,朝南,3200,整租,水岸国际峯岚天下:新出精装修两房、、紧靠沙湖、带车位,
武昌区,124㎡,3室2厅,朝南北,3700,整租,友谊国际沙湖苑 精装大三房 南北通透直租直租 我是真的大三房,
武昌区,138㎡,3室2厅,朝南北,4800,整租,华润凤凰城:2min、精装修大三房、家具家电齐全、带车位,
武昌区,93㎡,2室2厅,朝南,3200,整租,积玉桥金地国际花园精装两房 视野开阔 南北通透 双口 !,
开发区,184㎡,4室2厅,朝南北,15000,整租,华润二期 四室两卫 精装修出租 室内物品样样俱全 随时可看,
甘井子,"55㎡
            ",1室1厅,朝南北,2450,整租,万科金域华府 1室1厅1卫 精装修 家具家电齐全 随时看房,
开发区,120㎡,3室2厅,朝南,4500,整租,华润海中国 六期 三室两厅 精装修 家具家电齐全,
中山,190㎡,3室2厅,朝南北,8500,整租,曼哈顿190平豪装美容院 全新出租 !有车位!另有1室2室3室出租,
甘井子,90㎡,2室2厅,朝南北,2000,整租,交通方便,
开发区,86㎡,2室2厅,朝南北,1600,整租,养生庄园 两室两厅 三楼 真实图片 随时看房子,
开发区,126㎡,3室2厅,朝南,4000,整租,华润海中国 精装修 三室两厅 保养很好 随时看房,
中山,84㎡,1室1厅,朝南,4000,整租,两用裕景租房送免租期 一室 两室 三室 有钥匙,
中山,93㎡,1室1厅,朝南北,4000,整租,开发商直租 裕景 豪华装修 送宽带送保洁 多套有钥匙随时看!,
中山,60㎡,2室1厅,朝南北,1800,整租,"老虎滩武警医院站点,2室南北向,有钥匙随时看房",
中山,162㎡,3室2厅,朝南,6500,整租,中山九号精装修家具家电齐全楼层!,
高新园区,70㎡,2室1厅,朝南,2300,整租,柏林水郡南北通透2室 08年小区,
中山,120㎡,3室1厅,朝南,6000,整租,裕景120平三室 家具好 看房随时 有钥匙一方国际,
高新园区,99㎡,2室2厅,朝南,4699,整租,浦项道、小区、近万达近站、婚房出租、近纳米大厦精装修,
甘井子,101㎡,3室1厅,朝西,2200,整租,"整租,80中拎包住,近,看房方便",
高新园区,37㎡,1室1厅,朝南,1800,整租,"高新园区 嘉创E人国际1室1600元出租了,随时入住",
中山,55㎡,1室1厅,朝南北,2800,整租,"上方·港景出租咯,环境好,住着舒服,就像天天住酒店,日子美",
高新园区,96㎡,3室2厅,朝南北,2600,整租,低楼层 简单装修 保持干净 三室两厅一卫 看房有钥匙,
开发区,142㎡,3室2厅,朝东西,5000,整租,华润二期 142平层带装修出租 开间大 空间宽敞 高层视野开阔,
中山,58㎡,2室1厅,朝南,2500,整租,"房屋干净,想租打电话",
甘井子,53㎡,1室1厅,朝南,1700,整租,交通方便,
中山,110㎡,1室1厅,朝南,5499,整租,裕景 骊高名泷 一方国际 汇邦 精选房源 都有钥匙随时看,
中山,164㎡,2室1厅,朝西,7500,整租,"青泥裕景 户型规整 豪华配置 装修有钥匙,可签长期 免",
中山,38㎡,1室0厅,朝东南,1800,整租,超低价位三八广场花样年华一期 一室办公 适合小型办公企业,
中山,116㎡,2室1厅,朝南,6000,整租,一方国际租赁多套有钥匙 116平办公低价出租 急推,
高新园区,60㎡,2室1厅,朝南,1700,整租,百合IT家园 2室出租 总价低,
高新园区,55㎡,2室1厅,朝西,2199,整租,七贤岭谷歌里、近腾飞东软、有钥匙随时看门口就是车站3路36路,
中山,30㎡,1室1厅,朝东西,1100,整租,"中山广场铁路医院,独立卧室独立卫生间,随时看房",
中山,108㎡,1室0厅,朝南北,5000,整租,中山广场中山九号,
洪山区,91㎡,3室2厅,朝南北,2400,整租,佳兆业精装三房南北通透采光好交通方便,
武昌区,45㎡,1室1厅,朝南北,2000,整租,中南哋铁口 中南龙庭 精装 家具齐全 带阳台 有钥匙随时可看,
武昌区,72㎡,2室2厅,朝南,1900,整租,家电家具齐全 远离人群的嘈杂 欢迎看房,
江岸区,90㎡,2室2厅,朝南,2100,整租,楼下8号线 精装两室 品质小区 看房方便 拎包住,
武昌区,92㎡,2室1厅,朝南北,4800,整租,纯水岸东湖 南北通透 两房一厅 诚租4800元,
武昌区,70㎡,2室1厅,朝南,2700,整租,"楚天都市雅园,4号线东亭站,中北路",
江汉区,60㎡,2室1厅,朝南,2300,整租,新华路取水楼车站背后正规两室一厅干净卫生采光好随时看房,
武昌区,108㎡,3室1厅,朝南北,3000,整租,"南湖名都B区豪华装修 家电齐全,随时入住!",
武昌区,60㎡,1室1厅,朝南,2200,整租,徐东 东湖景园 装修居家一室一厅 高楼层采光好 家电齐全 随时看,
武昌区,84㎡,2室1厅,朝南,2500,整租,"黄鹂路黄鹂小区,精装二居室,交通便利,可预约看房",
江岸区,167㎡,4室2厅,朝南,5800,整租,二七路 豪华大4房 航天双城,
江岸区,98㎡,3室1厅,朝南,2200,整租,八号线中一路站塔子湖锦绣家园精装修南北通透采光好新装修首租,
江岸区,55㎡,1室1厅,朝南,3500,整租,汉口江景小户型机会难得!,
江岸区,100㎡,2室2厅,朝南北,2580,整租,凯旋名苑 精装修拎包即住家电家具齐全 3号线 永旺旁 有钥匙,
洪山区,80㎡,2室2厅,朝南,1700,整租,好房出租居住舒适万科金色城市K3地块2室2厅1卫精装-整租,
江岸区,85㎡,2室1厅,朝南,2400,整租,尚都一品 精装两房带全套家具家电 采光好 交通便利,
江岸区,167㎡,3室2厅,朝东南,10000,整租,武汉天地大三室 二中七一陪读好房 不!要!错!过!,
江岸区,206㎡,4室2厅,朝南北,8800,整租,"怡景花园江景办公楼,舞蹈,健身",
江岸区,55㎡,2室2厅,朝南,3000,整租,越秀精装 仅需3000 全新装修调高客厅 如此好房 怎能错过,
洪山区,93㎡,3室1厅,朝南北,2000,整租,万科金色城市 三房诚意出租 家具家电齐全 有现房随时看房,
洪山区,82㎡,2室2厅,朝南北,2200,整租,急租!保利心语 精装大两房 家电全配 房东急租哦!!,
江岸区,38㎡,1室1厅,朝南北,1800,整租,东立国际 一号线白领小户型 1800低价出租,
武昌区,57㎡,1室1厅,朝南,1900,整租,武昌南湖名都旁沃尔玛水域天际中装领包入住 压一付二,
武昌区,38㎡,1室1厅,朝南北,1300,整租,景虹花园 精装电梯一室一厅 1300/月 有钥匙,
沌口,95㎡,3室1厅,朝南,1500,整租,"社区,精装三房,毛坏价出租,下手晚了就没了",
蔡甸区,81㎡,2室2厅,朝南北,1700,整租,"中冶枫树湾--精装大两房,全新配套,全新体验",
蔡甸区,88㎡,3室2厅,朝南,1900,整租,"中冶枫树湾-装修大半年,出租,家电全新,配套齐全",
沌口,92㎡,2室2厅,朝南北,1600,整租,"海天精装大两房,1600,有比这还低的吗???",
青山区,84㎡,2户合租,朝南北,1200,合租次卧,合租 新桥花园 精装修 单间限女性,
硚口区,97㎡,2室2厅,朝南,4500,整租,"越秀星汇云锦 硚口轻轨旁,江景带阳台,办公居家的好选择",
中山,116㎡,3室1厅,朝东南,7500,整租,曼哈顿大厦 110平 带全套办公家具 实景拍摄1室2室3室 随时看,
中山,123㎡,3室1厅,朝东南,7100,整租,解放路 城市广场1室2室3室办公精品 看劳动公园近车站,
中山,200㎡,4室2厅,朝南北,8000,整租,华乐广场金广东海岸 1楼带花园 小区 豪华装修住宅环境,
开发区,142㎡,3室2厅,朝南北,6000,整租,华润二期前排 142平精装三室出租 看房有钥匙 可看海,
中山,60㎡,1室1厅,朝南,3200,整租,人民路 港湾壹号 干净整洁给您一个舒心的家,
中山,64㎡,1室1厅,朝南,2800,整租,"火爆出租!运达嘉洲阳光超好1室出租,格局棒",
中山,62㎡,1室1厅,朝南,3500,整租,裕景 经典一室 核心位置 交通方便 办公 居住 都可以!,
甘井子,96㎡,2室2厅,朝南北,3300,整租,"整租,壹品天城,诚心出租,看房方便",
高新园区,55㎡,1室1厅,朝南,1999,整租,高新区第8区、IC大厦旁、一室南北通透、近万达近车站纳米大厦,
中山,100㎡,2室1厅,朝南,5000,整租,裕景丶私密性高 24h物业安保 人士聚集地一方国际,
开发区,50㎡,1室1厅,朝南北,2500,整租,海天富地 公建三楼 出租 三万一年 50平 使用面积120平,
中山,45㎡,1室1厅,朝南,3000,整租,"汇邦精装修,,随时看房",
中山,185㎡,3室1厅,朝南,8000,整租,裕景集团 开发商直租 送保洁送宽带送健身卡,
甘井子,"73㎡
            ",2室1厅,朝南北,2200,整租,机场新区 精装两室 近 近车站 近學校 家具家电齐全,
沙河口,43㎡,1室1厅,朝东南,1400,整租,孙家沟 徐州街 1室1厅 简装 家具齐全 看房方便,
中山,196㎡,4室2厅,朝南北,8000,整租,悦泰御景花园 东港第 保利天喜 海昌欣城金广东海岸2室3室4,
开发区,54㎡,1室1厅,朝南,1450,整租,绿洲半岛北岸精装南向一室一厅 家具家电齐全 电梯房,
开发区,88㎡,2室2厅,朝南,3500,整租,华润二期!封闭小区!精装修!!家电齐全!急租!,
中山,100㎡,1室1厅,朝南,5000,整租,特惠房裕景做盘、 1室 2室 3室 简式风格 多套房源 办公可签,
旅顺口,63㎡,1室1厅,朝南,900,整租,"和平公园,华通二期,人来旺市场,小区门口,精装修,家电家具全",
甘井子,40㎡,1室1厅,朝西,1900,整租,东特爱丽舍房子精装一室一厅,
中山,100㎡,3室2厅,朝南北,3500,整租,儿童公园明泽湖南山三八广场 精装修 户型规矩 环境优雅 拎包即住,
高新园区,70㎡,2室2厅,朝南,3099,整租,急租、万达广场旁、硅谷假日有钥匙随时看房、近站、有空调,
开发区,92㎡,2室2厅,朝南北,2500,整租,鲁能琴海园 精装修 家电齐全 包物业取暖费 有钥匙 随时看房,
甘井子,75㎡,2室2厅,朝南,2700,整租,泉水人家2700元/月采光好交通便利配套完善,
中山,75㎡,1室1厅,朝南,3800,整租,裕景 1室2室3室 居住办公 采光通透 车位充足,
中山,56㎡,2室1厅,朝东北,2300,整租,中山广场 精装修东北朝向 图片真实 拎包即住 长租可议,
甘井子,"42㎡
            ",1室1厅,朝南北,2000,整租,城市印象出租 2000/月 精装修 拎包即住,
甘井子,"63㎡
            ",1室1厅,朝东南,2400,整租,鑫境界 精装修保持好 近 近车站 有钥匙随时看房,
开发区,130㎡,3室1厅,朝南北,4700,整租,为你而选为你为家 大连海湾城一期、二期 3室1厅 130平,
开发区,140㎡,3室2厅,朝南北,5800,整租,为你而选为你为家 华润海中国一期 3室2厅 140平,
高新园区,33㎡,1室1厅,朝南,2000,整租,软件园 11公寓 1室1厅 32平 户型 家具齐全 装修保持好,
中山,195㎡,4室2厅,朝南,8000,整租,嘉洲阳光;悦泰御景花园;环海花园;金广东海岸;泰达花园,
开发区,116㎡,3室1厅,朝南北,3900,整租,为你而选为你为家 华润海中国四期 3室1厅 116平,
开发区,88㎡,2室1厅,朝南,3000,整租,为你而选为你为家 华润海中国五期 2室1厅 87平,
开发区,88㎡,2室1厅,朝南,2800,整租,为你而选为你为家 大连海湾城一期、二期 2室1厅 88平,
高新园区,120㎡,3室2厅,朝南,4700,整租,软件园 数码广场 亿达国际新城 3室2厅 120平 装修好 家具齐全,
